category,filename,jitter,shimmer,HNR,nVB,perVB,med,mean,std,min,max,total_duration,speaking_rate,articulation_rate,PCT,PCC,PCV,vowel_space,VAI,FCR,F2,0,1,2,3,4,5,6,7,8,9,10,11,12
1,M0019_CS_1003,1.85,7.8,14.48,10,41.81,142.28,146.66,56.44,52.23,513.85,9.18,2.4,4.37,41.03,45.45,35.29,80468.5,0.79,1.26,1.91,-715.066223,97.557549,-0.588512,28.743486,-0.26275,22.896954,-1.387316,-6.51423,3.014013,-4.111712,-1.748961,-2.001279,3.802536
1,M0019_CS_1004,1.48,7.12,14.19,10,42.04,143.31,149.05,53.05,89.37,526.88,7.74,1.94,3.74,85.71,80.95,92.86,59818.67,0.76,1.31,1.83,-697.240784,112.433151,4.982874,29.164677,-1.01931,20.786045,-5.874024,-1.955004,5.669862,-6.244198,-0.600781,1.461006,5.218138
1,M0021_CS_0001,1.53,6.47,14.9,10,38.85,162.37,177.31,59.12,103.25,582.31,7.9,2.15,4.41,71.43,76.92,62.5,69521.6,0.64,1.57,1.18,-737.013184,88.036934,-19.145435,17.323252,4.774873,-11.297632,-6.458362,7.123176,-11.683117,-0.956346,4.800522,-7.045584,1.370773
1,M0021_CS_0002,1.62,6.62,14.03,9,43.04,159.99,160.83,22.12,50.53,209.2,7.66,1.83,3.94,97.56,95.83,100,119594.08,0.73,1.37,1.88,-747.317871,81.638924,-14.458912,19.412331,2.569417,-11.625277,-0.805091,8.952067,-12.975755,3.040828,3.403277,-5.072138,3.013905
1,M0021_CS_0003,1.55,7.96,13.07,9,40.57,167.94,166.72,34.23,110.13,346.69,7.11,2.53,4.93,94.87,100,88.24,170040.81,0.75,1.33,1.5,-729.362183,80.663551,-25.155294,25.534918,-0.627143,-15.59853,-0.515454,3.746853,-11.467842,7.943002,1.364383,-6.660886,5.10204
1,M0021_CS_0004,1.48,6.35,13.27,6,26.1,159.67,166.17,39.96,87.82,386.67,5.04,2.78,4.77,100,100,100,175413.54,0.83,1.2,2.06,-696.474487,105.86779,-31.160841,13.175916,-4.113274,-18.834784,-0.422824,9.420378,-11.679499,8.977416,5.867384,-3.509284,1.835627
1,M0021_CS_1001,1.47,6.9,14.14,6,18.77,169,166.75,32.11,96.67,254.17,5.61,3.57,5.17,100,100,100,149909.44,0.76,1.31,1.68,-708.339172,99.844643,-27.968382,20.062197,6.19193,-19.7374,-9.696068,7.806697,-15.845987,3.572929,6.076101,-9.347631,1.587484
1,M0021_CS_1002,1.59,6.23,14.31,10,40.42,152.87,161.18,56.57,44.34,607.2,7.94,1.89,3.69,100,100,100,268063.75,0.91,1.1,2.42,-737.895081,85.950127,-13.71867,21.648743,3.706824,-12.093064,-6.250576,10.158426,-12.132867,0.952931,3.15382,-9.119856,3.748643
1,M0021_CS_1003,1.55,6.56,12.52,13,55.05,166.61,161.95,24.09,89.23,201.07,8.62,1.97,4.92,82.05,77.27,88.24,142126.88,0.81,1.24,1.81,-763.653137,69.246475,-17.831032,18.840401,3.602476,-10.689808,-2.145103,6.228752,-8.093266,5.759805,4.061238,-3.022451,5.123388
1,M0021_CS_1004,1.22,6.25,13.72,7,15.81,158.68,159.69,24.94,106.68,317.12,4.68,2.99,4.49,100,100,100,186872.04,0.83,1.21,1.94,-667.267029,120.725189,-39.129719,14.007493,-2.443863,-22.376556,-0.882393,10.222718,-15.703342,7.95508,6.47087,-3.92672,1.814981
1,M0022_CS_0001,1.86,7.27,12.98,15,33.94,130.12,145.16,63.21,81.44,520.91,7.45,2.69,4.36,78.57,80.77,75,62770.69,0.79,1.27,1.86,-659.50592,107.420586,-27.551657,34.799126,-4.026104,-4.299689,-5.22869,0.45889,-11.849674,6.55922,1.575124,-5.685718,3.944412
1,M0022_CS_0002,1.19,5,13.65,10,16.87,127.36,127.98,35.78,79.94,437.62,6.17,3.24,4.79,87.8,87.5,88.24,151963.36,0.66,1.5,1.59,-648.914978,116.36441,-23.466019,36.787876,-5.452187,-9.645838,-3.590528,5.160612,-17.615112,5.079674,0.772497,-5.612799,5.394893
1,M0022_CS_0003,1.27,5.42,15.59,16,30.73,135.41,137.17,40.02,57.79,525.29,9.02,2.33,3.34,79.49,86.36,70.59,41918,0.59,1.69,1.11,-666.993103,101.948479,-27.145945,32.541447,-6.781607,-1.3745,-2.703223,0.65476,-10.313977,8.008121,1.16817,-5.429951,4.966219
1,M0022_CS_0004,1.08,5.24,14.61,6,15.22,133.2,129.65,14.54,87.5,162.13,5.82,2.58,3.43,100,100,100,75829.5,0.57,1.76,1.29,-621.573914,125.434219,-36.905029,23.396902,-14.554618,-1.245176,-1.84164,-1.274105,-8.883224,16.980534,0.788497,-6.907269,4.684996
1,M0022_CS_1001,1.95,7.19,11.83,11,14.17,129.99,127.48,18.81,77.23,169.54,5.97,3.52,5.65,64.29,65.38,62.5,85636.85,0.81,1.23,2,-628.54541,112.22934,-36.199825,37.086121,-6.665004,0.351209,-5.168357,1.823873,-10.254257,8.839596,0.935987,-5.398385,5.283574
1,M0022_CS_1002,1.21,5.87,15.22,10,20.7,135.08,133.65,20.39,76.33,258.78,7.69,2.73,4.32,87.8,87.5,88.24,114334.64,0.56,1.78,1.26,-669.575684,110.036583,-21.383806,30.586002,-4.922401,-7.674736,-3.16184,5.040726,-16.143843,4.754233,2.432426,-7.266353,5.166834
1,M0022_CS_1003,0.96,6.03,14.72,13,25.43,136.23,134.85,17.96,81.23,183.75,7.09,2.82,3.77,56.41,63.64,47.06,20848.94,0.62,1.62,1.19,-673.810486,103.838806,-30.076931,27.7987,-6.294107,-7.679729,-2.796819,-2.034284,-12.210593,10.176338,2.172238,-5.551715,4.387655
1,M0022_CS_1004,1.12,4.62,14.89,7,13.2,133.16,130.8,15.51,91.72,177.58,6.22,2.57,3.47,100,100,100,68758.08,0.59,1.68,1.37,-639.184509,118.329849,-35.877064,21.666887,-12.782441,-1.460036,-2.777226,-2.355667,-9.436502,14.42472,2.072714,-6.106925,6.050891
1,M0023_CS_0001,1.42,7.36,17.8,9,13.14,182.11,185.89,51.17,136.78,559.03,6.38,3.6,5.46,78.57,73.08,87.5,44535.71,0.76,1.32,1.72,-710.461548,93.226906,-8.69692,29.102371,-1.228273,16.760355,-3.635916,-2.624836,-0.238638,-12.046958,-2.160912,-1.776265,-4.703649
1,M0023_CS_0002,1.19,7.54,18.48,11,39.4,177.69,179.43,20.36,145.03,301.84,9.82,2.04,4.58,97.56,95.83,100,38641.93,0.78,1.28,1.78,-773.1922,77.582733,-0.878258,17.757095,5.323776,10.947805,4.42998,0.19294,0.679674,-3.173982,-0.056196,0.450877,-0.101549
1,M0023_CS_0003,1.24,7.33,17.68,9,21.98,180.82,182.68,27.43,79.02,279.85,6.23,2.73,5.05,87.18,86.36,88.24,65501,0.76,1.31,1.56,-755.455566,78.269852,-6.212835,19.147417,-5.661759,4.576112,-1.503129,-3.681228,-1.865657,-9.39488,-2.110372,0.314735,-1.263975
1,M0023_CS_0004,1.33,5.37,18.24,8,14.17,189.09,200.31,69.33,87.56,624.59,4.86,2.47,3.98,100,100,100,52685.5,0.8,1.25,1.75,-709.248291,98.144379,-7.115574,19.162886,-9.087102,9.04362,-9.384494,1.064333,-1.574538,-11.788511,0.501185,-0.438458,-1.759765
1,M0023_CS_1001,1.58,7.93,15.92,11,20.64,184.49,191.02,57.33,118.97,504.2,7.02,2.99,4.4,71.43,69.23,75,94580.29,0.37,2.71,0.61,-712.870667,96.608719,-11.158896,23.52639,-1.60277,14.969978,-4.803918,-5.466907,0.18494,-11.704536,-0.745081,-0.245404,-3.751158
1,M0023_CS_1002,1.49,7.28,17.78,9,34.55,180.99,189.54,64.11,150.02,524.95,7.61,2.1,5.17,100,100,100,43175.13,0.81,1.23,2.06,-754.163696,83.668365,-0.97999,21.960205,1.803335,9.544974,0.832435,-0.778634,-0.581265,-5.255469,-1.48993,-2.425307,-1.557194
1,M0023_CS_1003,1.54,7.04,16.55,10,46.89,186.56,185.99,39.4,58.08,453.56,10.27,1.65,4.94,79.49,72.73,88.24,69095.5,0.71,1.4,1.43,-794.378357,61.984921,-1.344738,11.831192,-0.286175,7.951809,-2.142825,-1.577921,0.576904,-3.100564,0.964232,-0.282483,-0.632499
1,M0023_CS_1004,1.12,5.55,18.59,6,9.46,189.85,191.17,48.76,77.53,546.99,6.04,1.49,3.12,100,100,100,55637.33,0.74,1.34,1.69,-753.726013,79.132545,-0.392281,21.403271,-3.515891,10.841785,-0.10375,2.17293,-0.046869,-7.722553,2.382491,2.284023,-0.318202
2,M0024_CS_0001,1.58,7.52,16.92,15,19.99,192.34,195.06,41.93,67.79,572.74,8.93,2.69,4.78,19.05,19.23,18.75,15886.17,0.72,1.4,1.64,-759.331177,77.396378,-9.235261,19.729445,-1.07697,4.130926,-0.217494,-3.693842,3.136152,-4.75334,-3.092692,-1.473677,-4.944768
2,M0024_CS_0002,1.46,6.54,16.89,8,20.21,204.52,199.03,23.82,77.9,233.31,7.44,2.96,3.85,63.41,54.17,76.47,133888,0.76,1.32,1.7,-726.043884,84.29277,-8.269127,27.8582,-13.846549,7.445171,-4.125235,-10.595874,4.119411,-8.237735,-6.540723,-4.391172,-0.955759
2,M0024_CS_0003,1.59,8.64,14.15,11,28.68,203.71,201.43,39.57,87.78,480.74,7.51,2.53,3.86,38.46,36.36,41.18,66041.69,0.78,1.28,2.13,-725.786987,79.297981,-15.638077,23.468853,-10.00671,8.541542,-7.844383,-6.538279,4.007436,-4.368276,2.24821,-4.420336,-6.634322
2,M0024_CS_0004,1.41,7.2,16.23,12,20.67,200.4,195.88,31.99,67.8,259.52,8.99,2.89,4.5,62.86,61.9,64.29,162111.83,0.82,1.22,1.91,-740.891296,86.154678,-6.133239,14.40363,-15.03582,7.447278,0.832055,-4.932347,3.157623,-2.648345,1.984873,-2.594533,-5.765811
2,M0024_CS_1001,1.2,6.82,17.09,9,22.25,188.46,190.96,28.69,142.58,436.71,7.82,2.43,3.83,42.86,38.46,50,8107.04,0.68,1.48,1.39,-712.724731,90.126137,-18.286823,24.255733,-8.793145,5.95158,-2.050184,-9.63873,-2.061224,-4.394373,-3.963996,-3.876126,-0.372051
2,M0024_CS_1002,1.41,6.86,16.5,10,24.68,196.3,191,28.45,73.58,233.9,8.16,2.94,4.23,87.8,83.33,94.12,168602.12,0.86,1.16,2.1,-725.065979,80.532173,-8.497643,30.148094,-13.318827,8.875854,-7.325086,-9.902603,5.220085,-9.04726,-6.836154,-5.895521,-2.414199
2,M0024_CS_1003,1.62,8.19,15.01,10,29.16,208.85,203.72,33.43,71.05,323.63,10.69,2.34,4.71,28.21,22.73,35.29,116776.88,0.78,1.29,1.81,-768.508179,69.396828,-7.566368,16.231358,-8.399072,3.155494,-5.566494,-7.917315,2.738651,-4.14237,-2.657677,-5.843257,-3.857461
2,M0024_CS_1004,1.29,8.23,15.93,7,19.57,197.06,189.86,41.73,32.18,428.57,6.84,2.63,4.28,48.57,38.1,64.29,118330.25,0.84,1.2,1.98,-701.950317,90.293343,-11.858349,24.44908,-21.423233,8.85916,-2.881661,-4.453947,1.950445,-4.558303,1.105624,-4.046884,-3.509235
2,M0025_CS_0001,1.5,7.14,15.25,8,12.26,155.89,136.58,50,50.92,421.18,7.52,2.79,3.98,21.43,26.92,12.5,22638.54,0.47,2.13,0.91,-668.051575,110.138878,-17.751266,30.491638,-5.473588,8.30669,-5.719767,-0.659445,-9.763124,-11.035604,-0.562508,-4.493965,-1.722851
2,M0025_CS_0002,1.53,6.76,16.27,9,16.88,171.94,170.01,28.45,59.48,302.01,7.93,2.27,3.68,48.78,45.83,52.94,33132,0.79,1.26,2.33,-735.520081,91.80172,-3.488276,27.558846,2.924435,2.807346,-2.430424,-0.734162,-5.824511,-7.559395,-0.990983,-0.440621,-0.648062
2,M0025_CS_0003,2.08,6.82,15.34,10,17.28,171.83,177.57,62.22,52.11,563.74,7.6,3.02,4.59,38.46,22.73,58.82,28443.12,0.67,1.5,1.51,-703.068604,97.536766,-9.65456,28.806923,-3.457398,8.98341,-1.70446,1.563085,-8.876779,-9.947452,1.227217,-2.885076,0.54776
2,M0025_CS_0004,2.23,8.87,13.11,9,23.34,171.04,162.16,64.12,48.08,459.36,5.92,4.06,5.75,31.43,33.33,28.57,44262.83,0.64,1.56,1.48,-661.801208,119.325958,-10.623215,32.088871,-8.851128,5.214647,-4.78446,1.414156,-9.256292,-11.121299,1.450067,-4.136861,-2.80919
2,M0025_CS_1001,1.25,6.86,17.89,9,18.83,157.13,147.41,29.72,66.01,194.95,7.47,2.68,4.03,16.67,23.08,6.25,44322.12,0.63,1.58,1.28,-694.859253,108.15564,-15.266506,27.109348,0.006336,3.438745,-5.735008,-4.315772,-6.800417,-11.980515,-0.130364,-2.14885,-4.516279
2,M0025_CS_1002,1.55,7.02,17.11,8,20.15,160.15,157.96,32.57,54.43,279.64,7.24,1.93,3.42,21.95,20.83,23.53,88155.53,0.77,1.29,1.76,-710.841675,103.834137,-4.79821,31.672642,-2.145316,0.912678,-0.686457,-1.099922,-5.445693,-9.233932,-3.91959,-4.239451,0.810473
2,M0025_CS_1003,2.68,8.59,14.1,12,25.97,158.83,147.34,39.7,54.6,259.33,7.12,2.95,4.73,23.08,9.09,41.18,48043.44,0.66,1.52,1.43,-717.488281,100.674446,0.440903,31.634066,-2.620078,3.963661,-2.095807,0.480856,-5.606785,-12.587389,-4.242898,-6.795456,-4.355218
2,M0025_CS_1004,2.44,7.83,12.88,14,21.59,142.23,131.57,62.22,55,490.84,6.56,2.59,3.88,62.86,61.9,64.29,14899.75,0.68,1.48,1.43,-685.190918,115.597672,-7.223342,31.365541,-5.711886,4.402905,-2.424277,-3.441312,-5.669652,-11.671364,-0.794082,-3.769689,-4.938586
2,M0026_CS_0001,1.74,9.52,14.94,5,18.64,156.04,153.27,21.99,66.25,190.44,7.43,1.88,5.79,4.76,7.69,0,3561.62,0.68,1.47,1.49,-755.024902,86.040596,0.087702,15.862328,-2.203808,10.144446,3.785453,2.242578,-1.302771,-6.63073,-2.432894,0.237335,2.792676
2,M0026_CS_0002,1.67,7.2,15.95,8,18.31,146.1,149.9,60.62,60.86,585.59,6.28,1.75,4.91,63.41,62.5,64.71,34779.85,0.66,1.5,1.43,-767.302917,88.200012,6.047409,12.525072,-5.199782,6.716512,5.405899,2.666182,1.108218,-5.580532,-2.394206,-2.914053,0.875971
2,M0026_CS_0003,1.73,9.45,13.43,8,33.71,144.45,140.19,20.23,62.43,171.89,6.13,1.96,3.87,41.03,45.45,35.29,25881.88,0.65,1.55,1.3,-712.349304,106.25425,-2.934714,18.023369,-9.328639,10.062729,1.578921,0.885242,-1.884545,-8.909241,-1.621474,-2.337101,1.445647
2,M0026_CS_0004,2.62,12.12,11.03,5,17.33,139.03,151.29,71.72,54.28,513.33,3.67,2.18,6.06,34.29,38.1,28.57,12982.42,0.76,1.32,1.58,-753.53186,93.958305,1.603615,12.823839,-5.298712,1.254364,0.651669,6.542527,-0.297948,-13.076595,-1.313379,-0.104705,0.624431
2,M0026_CS_1001,1.72,9.62,15.08,5,18.89,160.66,166.65,62.1,58.17,532.49,5.43,3.32,6.78,21.43,23.08,18.75,18617.02,0.64,1.57,1.32,-736.603882,94.743759,-3.993678,20.744379,0.242215,12.092431,1.438938,-4.089034,-0.801941,-10.614467,-4.78577,-1.209929,1.833723
2,M0026_CS_1002,1.74,8.44,14.21,7,25.91,149.42,145.21,25.6,49.73,180.98,5.62,2.67,5.31,53.66,54.17,52.94,63558.58,0.68,1.47,1.53,-755.425659,94.782181,3.90824,14.388156,-3.183771,1.252951,2.428636,3.904988,-3.178265,-7.792325,-2.614942,-2.992338,-0.434334
2,M0026_CS_1003,2.15,10.29,12.45,10,34.34,161.04,181.88,86.97,120,510.79,5.85,3.08,7.12,46.15,40.91,52.94,18574.19,0.64,1.57,1.33,-724.188232,91.492554,-7.308908,23.537664,-8.697794,10.25176,0.724819,-3.863377,-1.039776,-10.068672,-2.930604,-3.18385,0.007036
2,M0026_CS_1004,1.78,9.56,13.95,9,35.8,154.87,149.42,36.92,54.08,367.1,6.28,2.07,5.42,34.29,33.33,35.71,31480.25,0.74,1.35,1.73,-742.266479,96.414223,1.711894,15.139284,-7.614536,3.024182,2.378747,7.392148,0.189941,-9.713182,-1.060147,1.025425,2.967752
3,M0027_CS_0001,2.38,9.63,10.45,20,62.37,147.36,151.12,49.6,78.67,567.39,17.32,1.39,4.53,2.38,3.85,0,4889.79,0.65,1.54,1.47,-756.978149,79.933838,-5.276721,23.566059,2.558661,3.848782,5.636271,3.518584,-1.815854,0.90721,1.507354,0.678912,6.155974
3,M0027_CS_0002,2.68,14.68,8.24,21,56.56,139.75,167.26,92.98,79.16,596.12,16.98,1.94,3.98,0,0,0,72630.03,0.53,1.89,0.91,-730.246399,103.690445,4.486391,27.640598,2.273911,5.650739,8.37013,7.751488,-0.033394,4.788208,6.008528,-2.970759,5.52814
3,M0027_CS_0003,2.56,14.21,8.73,20,61.92,142.25,191.61,129.22,91.55,575.48,15.82,2.02,6.31,15.38,18.18,11.76,14506.5,0.57,1.74,1.06,-736.984619,91.535843,-4.157557,25.824921,0.067684,3.259429,7.238954,7.734723,-1.733875,0.591598,4.841212,-0.39653,7.089613
3,M0027_CS_0004,3.31,16.39,6.69,21,59.74,152.06,204.11,135.37,51.14,618.07,15.67,1.98,5.62,0,0,0,75612.42,0.66,1.51,1.58,-755.907166,86.76403,-1.092692,23.831364,-0.687447,-1.696902,7.854488,4.024167,-0.704883,5.281861,4.478066,3.258199,7.410195
3,M0027_CS_1001,3.86,16.72,7.19,17,51.69,147.3,227.44,163.85,61.58,643.9,14.11,1.7,5.3,7.14,7.69,6.25,46295.92,0.61,1.63,1.05,-737.75885,88.023178,-12.696831,21.132202,-0.643164,1.173267,6.444769,3.426586,-1.707901,3.496843,3.625656,2.916293,5.392009
3,M0027_CS_1002,2.77,16.49,7.25,15,64.45,152.51,195.99,105.22,62.94,435.82,13.09,1.45,5.85,17.07,16.67,17.65,41654.71,0.71,1.41,1.72,-789.048767,67.365044,-6.185579,14.559141,0.927416,-2.595225,2.840783,0.932371,-0.158532,3.497944,1.412315,-0.272355,3.77079
3,M0027_CS_1003,3.22,13.55,7.68,19,57.86,145.03,188.36,133.23,58.68,590.54,14.42,1.32,4.14,10.26,9.09,11.76,21605.69,0.53,1.87,1.06,-729.038208,80.775322,-24.601141,19.846134,-4.077104,2.36311,5.44143,2.020252,-3.443867,2.043609,5.184284,0.021236,5.215489
3,M0027_CS_1004,2.65,11.91,8.47,14,58.07,147.42,235.67,169.71,56.34,619.22,15.95,0.94,5.43,0,0,0,55337.5,0.57,1.77,1.33,-786.229736,70.268127,-2.319721,14.108396,-2.651608,-1.352616,5.377501,3.712442,0.842556,5.357983,5.468888,0.222555,2.823459
1,M0028_CS_0001,1.44,8.33,14.27,7,16.79,158.72,161.96,50.67,81.83,534.55,6.75,3.11,4.89,66.67,65.38,68.75,28998.54,0.6,1.67,1.28,-696.849548,101.597359,-12.913645,28.197426,-10.392333,2.332591,-0.669179,-12.421134,-8.235969,-0.162211,-1.989729,-1.080516,-7.282965
1,M0028_CS_0002,1.49,9.11,14.74,4,11.41,143.98,170.21,117.68,58.33,675.55,5.91,3.55,6.09,56.1,54.17,58.82,831.31,0.65,1.54,1.38,-708.604919,109.692093,-5.208866,19.397469,-15.848515,-3.046116,4.181877,-6.662523,-8.41284,-1.300705,1.935483,1.373765,-3.556804
1,M0028_CS_0003,2.02,8.47,13.4,10,33.44,141.15,147,64.19,51.8,515.9,10.12,2.37,5.42,51.28,45.45,58.82,22588.38,0.69,1.45,1.39,-725.857788,95.473618,-4.030177,27.664188,-4.942714,3.205689,2.298664,-8.706912,-6.223252,-0.219807,-0.237979,-0.437194,-4.283392
1,M0028_CS_0004,2.18,7.97,12.33,5,15.83,133.85,131.46,14.56,61.5,163.76,4.94,3.04,4.82,82.86,85.71,78.57,26054.79,0.55,1.82,1.25,-667.678528,124.717339,-10.014119,23.062944,-21.176203,6.950084,8.917193,-13.031674,-4.353331,2.088526,-1.686275,2.476315,-2.430622
1,M0028_CS_1001,1.38,8,14.81,10,13.59,148.41,155.69,58.46,98.77,555.58,6.86,3.64,5.53,42.86,38.46,50,36290.25,0.64,1.55,1.28,-670.118225,118.440506,-11.813787,28.9401,-10.939731,4.333963,-0.510287,-10.828687,-9.234102,3.798419,0.145636,-3.338688,-1.543792
1,M0028_CS_1002,1.22,10.12,15.39,3,12.01,144.28,182.66,126.5,46.86,583.31,4.02,3.73,5.75,48.78,45.83,52.94,19366.25,0.65,1.54,1.42,-699.416382,110.578644,-7.79402,24.185642,-11.704105,-3.769123,-0.191555,-8.264132,-13.650023,-3.885142,4.245729,1.684506,-4.185392
1,M0028_CS_1003,1.72,9.64,13.31,6,26.79,144.25,147.16,26.08,63.43,227.86,6.76,2.66,5.64,48.72,45.45,52.94,50648,0.59,1.68,1.11,-719.815735,99.456192,0.315296,29.928663,-3.052416,8.538218,3.984704,-2.932371,-5.101322,2.322921,5.377663,-2.114232,-1.260153
1,M0028_CS_1004,1.11,6.44,14.99,2,3.04,156.11,162.51,64.32,120.53,617.66,3.49,2.58,4.69,82.86,85.71,78.57,29887,0.57,1.77,1.25,-669.555786,114.284622,-18.034121,23.73753,-18.020754,5.902258,6.63199,-7.419645,-5.689361,5.403586,6.202676,1.945025,-1.078745
2,M0030_CS_0001,0.72,6.48,17.8,11,22.51,208.75,201.48,27.44,73.87,305.79,12.17,2.71,4.15,16.67,23.08,6.25,24591.46,0.6,1.68,1.42,-731.370483,86.839783,-13.587534,27.126284,3.462288,-1.601095,-10.121042,1.185204,-0.324491,-6.953173,4.178736,-0.569034,2.246006
2,M0030_CS_0002,0.95,7,16.74,15,25.23,225.83,224.37,39.58,97.62,502.84,14.29,2.1,3.99,36.59,33.33,41.18,32732.28,0.8,1.25,1.74,-737.02356,78.325272,-0.682652,33.855309,-5.748592,5.221322,-7.847155,2.263223,1.637166,-8.332237,2.35419,-2.426164,-0.958334
2,M0030_CS_0003,0.98,7.08,17.11,11,23.88,228.01,227.35,43.82,94.67,564.12,11.6,2.93,4.89,30.77,40.91,17.65,23041.69,0.59,1.7,1.04,-714.151489,77.035454,-15.224167,36.211838,-6.880974,4.391757,-12.380217,-0.761882,0.571479,-6.70288,6.047399,-4.444288,0.668626
2,M0030_CS_0004,0.75,6.39,18.45,6,12.12,215,209.15,34.06,59.56,355.05,9.52,3.26,4.81,11.43,14.29,7.14,57001.5,0.7,1.43,1.67,-739.269775,81.426826,-17.598354,21.988504,1.209705,-3.409648,-9.895004,-2.348421,-4.64267,-2.982595,7.393271,-3.550962,1.897404
2,M0030_CS_1001,1.41,9.65,15.73,12,27.07,184.35,186.73,69.29,52.38,584.96,11.72,3.24,5.56,42.86,46.15,37.5,1684.62,0.55,1.83,1.27,-783.846558,71.22068,-0.376775,18.189701,7.471967,0.743942,-11.686877,-3.311337,-3.785527,-7.064635,0.49222,-2.796402,1.192209
2,M0030_CS_1002,1.35,7.71,16.61,16,23.55,194.68,211.18,84.61,53.16,607.26,12.06,2.49,4.44,17.07,16.67,17.65,76219.25,0.62,1.61,1.25,-774.401001,70.504684,5.723598,29.272823,1.712314,2.490912,-6.567237,-0.510907,-2.159207,-8.627982,-0.088491,-2.539183,0.023237
2,M0030_CS_1003,0.9,7.81,16.71,14,30.6,205.28,211.81,65.54,117.07,670.09,11.14,2.96,5.42,20.51,13.64,29.41,1796.56,0.52,1.94,0.93,-757.976196,65.977875,-11.930058,27.632744,1.172213,-1.88785,-13.892778,-2.508689,-4.642501,-8.386909,4.345863,-3.141378,2.612804
2,M0030_CS_1004,0.83,6.41,18.5,9,14.43,201.66,192.17,30.13,60.17,241.05,9.01,3.22,4.97,17.14,14.29,21.43,16853.12,0.61,1.65,1.35,-728.979126,80.952148,-15.743116,24.298929,1.438527,1.197244,-16.544426,-1.819893,-6.493338,-6.41773,6.312323,-2.476625,4.211274
2,M0031_CS_0001,1.68,9.98,12.13,8,43.14,151.92,156.2,19.75,120.11,200.56,8.29,1.93,4.45,47.62,50,43.75,109958.08,0.59,1.69,0.99,-702.347656,101.75602,-27.09256,9.791024,4.506352,6.659768,-8.936884,4.951354,-0.410202,-0.726215,-0.117383,-7.775056,0.522025
2,M0031_CS_0002,2.11,11.54,10.02,15,63.04,148.16,150.59,55.09,66.28,584.95,13.05,1.15,3.74,56.1,58.33,52.94,59370.67,0.6,1.68,1.35,-740.669495,81.700005,-14.847661,15.065413,-0.591926,7.004358,-0.823107,4.925123,2.738236,2.054408,-0.065886,-2.88073,3.27554
2,M0031_CS_0003,1.51,7.79,13.53,11,49.63,176.91,178.07,41,137.57,532.78,8.69,1.73,3.85,53.85,50,58.82,61684.5,0.67,1.49,1.43,-756.794983,73.437057,-17.624279,13.192562,5.323749,4.207826,-6.49801,2.464773,-0.416189,0.003314,-0.518324,-6.361911,0.759435
2,M0031_CS_0004,1.7,8.94,10.02,7,53.12,139.11,130.67,28.45,53.08,167.77,8.3,2.29,5.97,40,38.1,42.86,16926.46,0.59,1.69,1.01,-710.23877,106.462822,-18.770563,3.635405,-0.191154,7.49535,-4.677154,9.103794,3.475488,1.268712,1.112886,-2.980098,5.739541
2,M0031_CS_1001,1.61,9.35,12.52,15,62.37,145.44,139.52,32.74,57.7,374.75,18.89,1.32,3.97,35.71,38.46,31.25,45399.75,0.58,1.72,0.95,-763.422913,82.952934,-11.881397,6.626906,4.598864,2.827472,-2.478848,4.360378,2.439855,0.158169,-2.793708,-4.912019,0.911108
2,M0031_CS_1002,1.62,8.37,14.3,25,70.02,144.02,150.9,47.89,61.69,452.95,24.82,1.33,4.2,53.66,54.17,52.94,58931.67,0.7,1.44,1.65,-784.113831,71.117996,2.034396,19.302374,6.770478,2.408246,-2.636626,6.336147,2.364243,-0.121406,-0.611352,-3.009817,2.504137
2,M0031_CS_1003,1.76,9.07,11.77,23,61.83,147.01,149.19,65.26,62.19,578.82,22.93,1.31,4.21,33.33,40.91,23.53,9902.25,0.6,1.68,1.18,-761.664124,84.154465,-9.46995,10.17656,4.244094,-1.194993,-4.202575,5.610779,3.182709,1.504523,-2.539237,-5.175763,2.084918
2,M0031_CS_1004,1.83,10.85,10.96,16,55.19,135.73,137.98,40.15,51.51,493.76,14.63,2.19,5.59,74.29,71.43,78.57,4268.12,0.6,1.67,1.27,-724.148743,104.974113,-7.702816,12.217485,1.651317,-0.824189,-8.128174,9.775779,4.587891,0.763285,0.648151,-3.450813,3.961617
1,M0032_CS_0001,1.17,7.09,17.59,10,17.82,188.25,185.72,23.23,111.29,230.8,6.46,2.94,3.78,71.43,69.23,75,54013.52,0.85,1.17,2.24,-706.755981,95.499031,-21.732246,33.7686,-1.653677,-8.292649,-3.66397,-8.728612,-7.252885,-2.917342,2.352299,-0.509711,-5.986312
1,M0032_CS_0002,1.27,6.97,17.61,10,16.78,205.42,213.35,53.6,120.09,499.1,7.41,3.24,5.59,85.37,87.5,82.35,48545.94,0.63,1.6,1.47,-745.502563,78.881203,-18.781055,19.904921,-5.510417,-7.003213,-3.775001,-7.518544,-4.316626,-1.752878,0.729799,-2.652471,-3.480472
1,M0032_CS_0003,1.29,6.71,16.23,14,27.29,211.08,223.63,81.64,112.74,621.57,8.76,2.74,4.37,53.85,50,58.82,48064.31,0.68,1.48,1.36,-719.175659,91.540962,-22.664133,20.597059,-16.059847,-12.042662,-0.305798,-8.965887,-2.881795,-0.740545,2.590291,1.801714,-1.466956
1,M0032_CS_0004,1.03,6.03,18.13,7,25.64,202.4,206.47,48.49,55.24,594.6,6.92,2.6,4.29,100,100,100,104443,0.83,1.21,2.02,-730.870117,87.051666,-20.881529,14.052271,-16.676956,-8.118868,-3.375911,-8.34439,0.217316,-2.708399,3.076025,2.713228,-0.824555
